namespace,term_local_name,label,definition,usage,notes,examples,rdf_type,class_uri,is_required,is_repeatable,term_created,term_modified,class_name,compound_name,namespace_iri,term_iri,term_ns_name,term_version_iri,datatype,label_fr,definition_fr,usage_fr,notes_fr
ltc:,organisationalUnitType,Organisational Unit Type,The type or level of organisational unit within a hierarchy responsible for the management of the collection being described.,,Example vocabulary list: https://vocab.org/aiiso/ . This property is likely related to the W3C class org:Role (https://www.w3.org/TR/2014/REC-vocab-org-20140116/#class-role).,"`Department` (A group of people recognised by an organization as forming a cohesive group referred to by the organization as a department), `Division` (A group of people recognised by an organization as forming a cohesive group referred to by the organization as a division)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/OrganisationalUnit,True,False,2024-02-28,2024-02-28,OrganisationalUnit,OrganisationalUnit.organisationalUnitType,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/organisationalUnitType,ltc:organisationalUnitType,http://rs.tdwg.org/ltc/terms/organisationalUnitType-2024-02-28,string,Type d'Entité Organisationnelle,Le type ou le niveau d'entité organisationnelle au sein d'une hiérarchie responsable de la gestion de la collection décrite.,,Exemple de vocabulaire : https://vocab.org/aiiso/ . Cette propriété est probablement liée à la classe W3C org:Role (https://www.w3.org/TR/2014/REC-vocab-org-20140116/#class-role).
ltc:,period,Period,Used to describe prehistoric or historic periods.,Used to describe the prehistoric or historic period from which objects in the collection originated.,"Often used to describe prehistoric or historic periods, but also geopolitical units and activities of settlements are regarded as special cases of Period. However, there are no assumptions about the scale of the associated phenomena. In particular all events are seen as synthetic processes consisting of coherent phenomena. This property maps to the Period class of the CIDOC-CRM conceptual reference model (http://www.cidoc-crm.org/Entity/e4-period/version-7.1.1).","`Neolithic Period`, `Ming Dynasty`, `McCarthy Era`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,True,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.period,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/period,ltc:period,http://rs.tdwg.org/ltc/terms/period-2024-02-28,list,Période,Utilisé pour décrire les périodes préhistoriques ou historiques.,Utilisé pour décrire la période préhistorique ou historique d'où sont issus les objets de la collection.,"Souvent utilisée pour décrire des périodes préhistoriques ou historiques. Elle décrit aussi des unités géopolitiques et des activités de peuplement humains qui sont considérées comme des cas particuliers de Period. Cependant, il n'y a pas d'hypothèses sur l'échelle des phénomènes associés. En particulier, tous les événements sont considérés comme des processus synthétiques constitués de phénomènes cohérents. Cette propriété correspond à la classe Period du modèle conceptuel de référence CIDOC-CRM (http://www.cidoc-crm.org/Entity/e4-period/version-7.1.1)."
schema:,postOfficeBoxNumber,Post Office Box Number,The post office box number for PO box addresses.,,,`PO Box 7169`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Address,False,False,2024-02-28,2024-02-28,Address,Address.postOfficeBoxNumber,https://schema.org/,https://schema.org/postOfficeBoxNumber,schema:postOfficeBoxNumber,http://rs.tdwg.org/ltc/terms/postOfficeBoxNumber-2024-02-28,string,Numéro de Boîte Postale,Le numéro de boîte postale pour les adresses de boîte postale.,,
schema:,postalCode,Postal Code,"The postal code. For example, 94043.",,,"`32308`, `SW7 5HD`, `10115`, `3080`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Address,False,False,2024-02-28,2024-02-28,Address,Address.postalCode,https://schema.org/,https://schema.org/postalCode,schema:postalCode,http://rs.tdwg.org/ltc/terms/postalCode-2024-02-28,string,Code Postal,"Le code postal. Par exemple, 94043.",,
ltc:,preparationType,Preparation Type,A term used to classify or describe an object that indicates the actions that have been taken upon it and/or the processes it has been put through to prepare it for scientific use or study.,A more specific classification of items in the collection than described in objectType.,"These attributes commonly identify the parts or states that are the outcome of the preparation process, which produced the curated object. This can be the same as PreservationMethod (e.g. Bone), but is not always. For cultural collections terms such as 'bowl', 'textile' are appropriate at this level. This should not be used for classifying objects by taxon. The best way to do that is to use the Taxon class (formal taxonomy and vernacular names) or ObjectClassification class (informal classification).","if objectType = `Specimen` or `Part of entity`: `Bones`, `Eggs`, `Pollen`, `Muscle`, `Leaf`, `Blood`, `Skins`, `Shells`, `Wood`, ... ; if typeOfObjectGroup = `human-made`: `Bowl`, `Textile`, ...; if typeOfObjectGroup = `digital`: `txt`, `jpg`, `mp4`, ...; etc",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,True,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.preparationType,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/preparationType,ltc:preparationType,http://rs.tdwg.org/ltc/terms/preparationType-2024-02-28,list,Type de Préparation,Un terme utilisé pour classer ou décrire un objet qui indique les actions qui ont été effectuées sur ce dernier et/ou les processus auxquels il a été soumis pour le préparer à une utilisation ou à une étude scientifique.,Une classification plus spécifique des éléments de la collection que celle indiquée dans objectType.,"Ces attributs identifient généralement les parties ou les états qui sont le résultat du processus de préparation qui a produit l'objet conservé. Il peut s'agir de la même chose que PreservationMethod (par exemple Os), mais ce n'est pas forcément le cas. Pour les collections culturelles, des termes tels que « bol », « textile » sont appropriés à ce niveau. Ce niveau ne doit pas être utilisé pour classer les objets par taxon. La meilleure façon de le faire est d'utiliser la classe Taxon (taxonomie scientifique et noms vernaculaires) ou la classe ObjectClassification (classification informelles)."
ltc:,preservationMethod,Preservation Method,"A term used to classify or describe an object that indicates the primary or most recent action, measure or process that has been used in order to preserve the objects in the collection for long-term storage.",For the purposes of a collection description preservationType should be used to describe the larger collection,Preservation method generally describes the final storage state. Not intended to be used as the fossilization method. Use preservationMode for that. This field is intended to be use where a collection has a single or prominent preservationMethod. We recommend the Arctos PART_PRESERVATION vocabulary (https://arctos.database.museum/info/ctDocumentation.cfm?table=CTPART_PRESERVATION). For herbarium sheets use 'dried_pressed'. If an alcohol collection uses mixed percentages use 'alcohol'.,"`dried`, `dried_pressed`, `dried_pinned`, `Dried assemblage`, `Dried - not assembled`, `Dry preserved`, `papered/packaged`, `slide box`, `Skeletonized`, `Tanned`, `mounted`, `Slide mount`, `Embedded`, `gum_arabic`, `Blood sampling cards (biomedical)`, `Fluid preserved`, `Alcohol, formaledhyde`, `glycerin`, `EDTA`, `frozen / cryopreserved`, `Cryopreserved / frozen - 80C`, `refrigerated`, `freeze_dried`, `Surface coating`, `SEM stub`, `Stasis`, `cell culture`, `axenic culture`, `viable cells`, `Controlled atmosphere`, `Climate controlled conditions`, `Non climate controlled conditions`, `no_treatment`, etc.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,True,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.preservationMethod,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/preservationMethod,ltc:preservationMethod,http://rs.tdwg.org/ltc/terms/preservationMethod-2024-02-28,list,Méthode de Conservation,"Un terme utilisé pour classer ou décrire un objet qui indique l'action, la mesure ou le processus principal ou le plus récent qui a été utilisé pour conserver les objets de la collection en vue d'un stockage à long terme.","Dans le cadre d'une description de collection, preservationType doit être utilisé pour décrire la collection dans son ensemble","La méthode de conservation décrit généralement l'état final de stockage. Elle n'est pas destinée à être utilisée pour le procédé de fossilisation. Utiliser preservationMode pour cela. Ce champ est destiné à être utilisé lorsqu'une collection a une méthode de préservation unique ou prédominante. Le vocabulaire Arctos PART_PRESERVATION (https://arctos.database.museum/info/ctDocumentation.cfm?table=CTPART_PRESERVATION) est recommandé. Pour les feuilles d'herbier, utilisez « dried_pressed ». Si une collection d'alcool utilise des pourcentages variables, utilisez « alcohol »."
ltc:,preservationMode,Preservation Mode,"The means by which a palaeontological specimen was preserved or created e.g. body, cast, mold, trace fossil, soft parts mineralised etc.",Use to describe the preservation mode of a collection as a whole (e.g. Amber collection).,This property should be only used in association with ObjectGroups that contain paleontological material. It is aligned with the concept of preservationMode in ABCD(EFG) (https://efg.geocase.eu/documentation/html/efg.html#element_PreservationMode_Link03032878).,"`adpression/compression`, `body`, `cast`, `charcoalification`, `coalified`, `concretion`, `dissolution traces`, `mold/impression`, `permineralised`, `recrystallised`, `soft parts`, `trace`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,True,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.preservationMode,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/preservationMode,ltc:preservationMode,http://rs.tdwg.org/ltc/terms/preservationMode-2024-02-28,list,Mode de Conservation,"Le moyen par lequel un spécimen paléontologique a été préservé ou créé, par exemple un corps, un moulage, un moule, une trace fossile, des parties molles minéralisées, etc.","Sert à décrire le mode de préservation d'une collection dans son ensemble (par exemple, une collection d'ambre).",Cette propriété ne doit être utilisée qu'en association avec des ObjectGroups contenant du matériel paléontologique. Elle est alignée sur le concept de preservationMode dans ABCD(EFG) (https://efg.geocase.eu/documentation/html/efg.html#element_PreservationMode_Link03032878).
ltc:,referenceDetails,Reference Details,Detailed information about the resource being referenced.,,,"`This dataset includes a Darwin Core Archive of the ~8000 specimens digitised to date, of which ~80% also have an associated label image.`, `de Mestier A, Mulcahy D, Harris DJ, et al. (2023) Policies Handbook on Using Molecular Collections. Research Ideas and Outcomes 9: e102908. https://doi.org/10.3897/rio.9.e102908`, `Suggested citation: USDA-ARS US National Fungus Collection (2023). USDA United States National Fungus Collections. Occurrence dataset https://doi.org/10.15468/w78rwb accessed via GBIF.org on 2023-04-27.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Reference,False,False,2024-02-28,2024-02-28,Reference,Reference.referenceDetails,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/referenceDetails,ltc:referenceDetails,http://rs.tdwg.org/ltc/terms/referenceDetails-2024-02-28,string,Détails sur la Référence,Informations détaillées sur la ressource référencée.,,
ltc:,referenceName,Reference Name,A name given to a reference.,,"If the reference is to a publication, this field should hold the publication title; otherwise any appropriate, short, text label relevant to the resource being referenced may be used.","`Digitised specimen records on the NHM Data Portal`, `Using a Collection Health Index to prioritise access and activities in the New Zealand Arthropod Collection`, `BGBM loans policy`, `Herbarium Wikipedia page`, `NMNH website`, `Related sequences in GenBank`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Reference,False,False,2024-02-28,2024-02-28,Reference,Reference.referenceName,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/referenceName,ltc:referenceName,http://rs.tdwg.org/ltc/terms/referenceName-2024-02-28,string,Nom de la Référence,Un nom donné à une référence.,,"Si la référence est une publication, ce champ doit contenir le titre de la publication ; sinon, toute désignation textuelle brève et pertinente pour la ressource référencée peut être utilisée."
ltc:,referenceType,Reference Type,The type of resource being referenced.,,This property is intended to be used for a high level categorisation of resource types.,"`Policy`, `Document`, `Website`, `Dataset`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Reference,False,False,2024-02-28,2024-02-28,Reference,Reference.referenceType,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/referenceType,ltc:referenceType,http://rs.tdwg.org/ltc/terms/referenceType-2024-02-28,string,Type de Référence,Le type de ressource référencée.,,Cette propriété est destinée à être utilisée pour une catégorisation de haut niveau des types de ressources.
ltc:,region,Region,The name of a spatial region or named place of any size within an individual or multiple administrative areas.,,"Recommended best practice is to use this field in situations where the administrative location fields (country, stateProvince, county, etc.) provide insufficient description. For geological collections examples include basins, provinces, and fossil deposits.","Multi-country: `North European Plain`, Multi-state/Province: `Pacific Northwest`, Waterbody: `Southern`, Geological basins and provinces: `Michigan Basin`, `Mazon Creek`, `Bundenbach`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeographicContext,False,False,2024-02-28,2024-02-28,GeographicContext,GeographicContext.region,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/region,ltc:region,http://rs.tdwg.org/ltc/terms/region-2024-02-28,string,Région,Le nom d'une aire spatiale ou d'un lieu nommé de n'importe quelles dimensions à l'intérieur d'une ou de plusieurs zones administratives.,,"La pratique optimale recommandée est d'utiliser ce champ dans les situations où les champs de localisation administrative (country, stateProvince, county, etc.) fournissent une description insuffisante. Pour les collections géologiques, on peut citer les bassins, les provinces et les gisements de fossiles."
dwc:,relatedResourceID,Related Resource ID,"An identifier for a related resource (the object, rather than the subject of the relationship).",,,`dc609808-b09b-11e8-96f8-529269fb1459`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceRelationship,False,False,2024-02-28,2024-02-28,ResourceRelationship,ResourceRelationship.relatedResourceID,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/relatedResourceID,dwc:relatedResourceID,http://rs.tdwg.org/ltc/terms/relatedResourceID-2024-02-28,string,Identifiant de la Ressource Liée,Identifiant d'une ressource liée (l'objet plutôt que le sujet de la relation).,,
ltc:,relatedResourceName,Related Resource Name,A short textual name for the related resource.,,"This property can be used to list resources related to the source entity which lack an identifier, for example if a separate record for that resource doesn't yet exist. In the Collection Description standard, a use of this is to list named subcollections of a larger collections at a time when the resources might not be available to create a full Collection Description for each of them. If at a later point a Collection Description record is created for the subcollection, an identifier can be added to the relatedResourceID property to maintain the same relationship.","`FMNH Mammals`, `TNHC Vertebrates`, `Sloane Herbarium`, `Grant Southwest Ceramics Collection`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceRelationship,False,False,2024-02-28,2024-02-28,ResourceRelationship,ResourceRelationship.relatedResourceName,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/relatedResourceName,ltc:relatedResourceName,http://rs.tdwg.org/ltc/terms/relatedResourceName-2024-02-28,string,Nom de la Ressource Associée,Un nom bref pour la ressource associée.,,"Cette propriété peut être utilisée pour dresser la liste des ressources liées à l'entité source qui n'ont pas d'identifiant, par exemple s'il n'existe pas encore d'enregistrement distinct pour cette ressource. Dans le standard sur la description des collections, cette propriété permet de lister des sous-collections nommées d'une collection plus importante à un moment où les ressources nécessaires à la création d'une description complète de la collection pour chacune d'entre elles ne sont pas encore disponibles. Si, par la suite, un enregistrement de description de collection est créé pour la sous-collection, un identifiant peut être ajouté à la propriété relatedResourceID afin de maintenir la même relation."
ltc:,relatedResourceType,Related Resource Type,"The class or property within Latimer Core, or class, property or less formal concept outside of the Latimer Core standard, that is represented by the related resource.",,"This property can be used to explicitly define the type of resource that the ID stored in the relatedResourceID property references, either to support IDs that don’t fully resolve and provide contextual metadata, or just for information purposes. It can also provide context for use cases where the relatedResourceName is used rather than the relatedResourceID to define the target, for example to attach a simple list of the names of related collections to an ObjectGroup.","`http://rs.tdwg.org/ltc/terms/ObjectGroup`, `http://rs.tdwg.org/ltc/terms/Taxon`, `http://rs.tdwg.org/ltc/terms/objectType`, `http://rs.tdwg.org/dwc/terms/Occurrence`,  `Collection`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceRelationship,False,False,2024-02-28,2024-02-28,ResourceRelationship,ResourceRelationship.relatedResourceType,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/relatedResourceType,ltc:relatedResourceType,http://rs.tdwg.org/ltc/terms/relatedResourceType-2024-02-28,string,Type de la Ressource Associée,"La classe ou la propriété au sein du Latimer Core, ou la classe, la propriété ou le concept moins formel en dehors du standard Latimer Core, qui est représenté par la ressource correspondante.",,"Cette propriété peut être utilisée pour définir explicitement le type de ressource que l'identifiant stocké dans la propriété relatedResourceID référence, soit pour prendre en charge les identifiants qui ne sont pas entièrement résolus et fournir des métadonnées contextuelles, soit simplement à titre d'information. Elle peut également fournir un contexte pour les cas de figure où le relatedResourceName est utilisé plutôt que le relatedResourceID pour définir la cible, par exemple pour attacher une simple liste de noms de collections associées à un ObjectGroup."
dwc:,relationshipAccordingTo,Relationship According To,"The source (person, organization, publication, reference) establishing the relationship between the two resources.",,,`Julie Woodruff`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceRelationship,False,True,2024-02-28,2024-02-28,ResourceRelationship,ResourceRelationship.relationshipAccordingTo,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/relationshipAccordingTo,dwc:relationshipAccordingTo,http://rs.tdwg.org/ltc/terms/relationshipAccordingTo-2024-02-28,list,Relation selon,"La source (personne, organisation, publication, référence) établissant la relation entre les deux ressources.",,
dwc:,relationshipEstablishedDate,Relationship Established Date,The date-time on which the relationship between the two resources was established.,,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,"`1963-03-08T14:07-0600`, `2009-02-20T08:40Z`, `2018-08-29T15:19`, `1809-02-12`, `1906-06`, `1971`, `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z`, `1900/1909`, `2007-11-13/15`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceRelationship,False,False,2024-02-28,2024-02-28,ResourceRelationship,ResourceRelationship.relationshipEstablishedDate,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/relationshipEstablishedDate,dwc:relationshipEstablishedDate,http://rs.tdwg.org/ltc/terms/relationshipEstablishedDate-2024-02-28,string,Date d'Établissement de la Relation,Date à laquelle la relation entre les deux ressources a été établie.,,La pratique optimale recommandée est d'utiliser une date conforme à la norme ISO 8601-1:2019.
ltc:,relationshipOfResource,Relationship Of Resource,The relationship of the resource identified by relatedResourceID to the subject (optionally identified by the resourceID).,,Recommended best practice is to use a controlled vocabulary. https://schema.org/Property,"`part of`, `contains`, `same as`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceRelationship,True,False,2024-02-28,2024-02-28,ResourceRelationship,ResourceRelationship.relationshipOfResource,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/relationshipOfResource,ltc:relationshipOfResource,http://rs.tdwg.org/ltc/terms/relationshipOfResource-2024-02-28,string,Relation entre les ressources,La relation entre la ressource identifiée par relatedResourceID et le sujet (potentiellement identifié par resourceID).,,La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. Voir https://schema.org/Property
dwc:,relationshipRemarks,Relationship Remarks,Comments or notes about the relationship between the two resources.,,,"`The Darwin fossil collection makes up part of the museum's palaeontology collection.`, `Some of the same Madagascan bryophytes are included in both of these collections.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceRelationship,False,False,2024-02-28,2024-02-28,ResourceRelationship,ResourceRelationship.relationshipRemarks,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/relationshipRemarks,dwc:relationshipRemarks,http://rs.tdwg.org/ltc/terms/relationshipRemarks-2024-02-28,string,Remarques sur les Relations,Commentaires ou notes sur la relation entre les deux ressources.,,
dwc:,resourceID,Resource ID,An identifier for the resource that is the subject of the relationship.,,,`f809b9e0-b09b-11e8-96f8-529269fb1459`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceRelationship,True,False,2024-02-28,2024-02-28,ResourceRelationship,ResourceRelationship.resourceID,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/resourceID,dwc:resourceID,http://rs.tdwg.org/ltc/terms/resourceID-2024-02-28,string,Identifiant de la Ressource,Un identifiant de la ressource qui prend part à la relation en tant que sujet.,,
ltc:,resourceIRI,Resource IRI,A preferably resolvable IRI providing access to the resource defined in the reference.,,,"`10.5072/example-full`, `https://examplemuseum.org/policies/loans-policy.pdf`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Reference,False,False,2024-02-28,2024-02-28,Reference,Reference.resourceIRI,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/resourceIRI,ltc:resourceIRI,http://rs.tdwg.org/ltc/terms/resourceIRI-2024-02-28,,IRI de la Ressource,"Un IRI, de préférence résoluble, permettant d'accéder à la ressource définie dans la référence.",,
dcterms:,rights,Rights,Information about rights held in and over the resource.,A statement of any rights held in/over the collection description record.,"Typically, rights information includes a statement about various property rights associated with the resource, including intellectual property rights. Recommended practice is to refer to a rights statement with a IRI. If this is not possible or feasible, a literal value (name, label, or short text) may be provided.","`http://scratchpads.eu/about/policies/termsandconditions`, `All rights reserved by DataOwner Ltd.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RecordLevel,False,False,2024-02-28,2024-02-28,RecordLevel,RecordLevel.rights,http://purl.org/dc/terms/,http://purl.org/dc/terms/rights,dcterms:rights,http://rs.tdwg.org/ltc/terms/rights-2024-02-28,string,Droits,Informations sur les droits détenus sur la ressource.,Une déclaration de tous les droits détenus sur l'enregistrement de la description de la collection.,
dcterms:,rightsHolder,Rights Holder,A person or organization owning or managing rights over the resource.,A person or organization owning or managing rights held in/over the collection description record.,"Recommended practice is to refer to the rights holder with a IRI. If this is not possible or feasible, a literal value that identifies the rights holder may be provided.","`Smith, Clare`, `Natural History Museum, London`, `https://orcid.org/XXXX-XXXX-XXXX-XXXX`, `https://ror.org/XXaaaXXXX`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RecordLevel,False,False,2024-02-28,2024-02-28,RecordLevel,RecordLevel.rightsHolder,http://purl.org/dc/terms/,http://purl.org/dc/terms/rightsHolder,dcterms:rightsHolder,http://rs.tdwg.org/ltc/terms/rightsHolder-2024-02-28,string,Titulaire des Droits,Personne ou organisation possédant ou gérant des droits sur la ressource.,Personne ou organisation possédant ou gérant des droits sur l'enregistrement de la description de la collection.,
ltc:,roleName,Role Name,A short descriptive name for the role.,,,"`Director`, `Chair`, `Record owner`, `Primary Latimer Core record contact`, `Primary collection contact`, `Owner`, `Curator`, `Collection manager`, `Head of department`, `Registrar`, `Data curation`, `Supervision`, `Collecting`, `Curation`, `Conservation`, `Funding`, `Imaging`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Role,False,False,2024-02-28,2024-02-28,Role,Role.roleName,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/roleName,ltc:roleName,http://rs.tdwg.org/ltc/terms/roleName-2024-02-28,string,Intitulé du Rôle,Un titre descriptif et bref pour le rôle.,,
dwc:,samplingProtocol,Sampling Protocol,"The names of, references to, or descriptions of the methods or protocols used during an Event.",,The primary use of this property is to describe the methods or protocols used to gather objects in the collection.,"`UV light trap`, `mist net`, `bottom trawl`, `ad hoc observation`, `Penguins from space: faecal stains reveal the location of emperor penguin colonies, https://doi.org/10.1111/j.1466-8238.2009.00467.x`, `Takats et al. 2001. Guidelines for Nocturnal Owl Monitoring in North America. Beaverhill Bird Observatory and Bird Studies Canada, Edmonton, Alberta. 32 pp., http://www.bsc-eoc.org/download/Owl.pdf`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Event,False,True,2024-02-28,2024-02-28,Event,Event.samplingProtocol,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/samplingProtocol,dwc:samplingProtocol,http://rs.tdwg.org/ltc/terms/samplingProtocol-2024-02-28,list,Protocole d'Échantillonnage,"Les noms, références ou descriptions des méthodes ou protocoles utilisés lors d'un Event.",,Cette propriété sert principalement à décrire les méthodes ou protocoles utilisés pour rassembler les objets de la collection.
ltc:,schemeMeasurementType,Scheme Measurement Type,A category of quantitative metric or qualitative fact that can be included in the LatimerCoreScheme.,,"The schemeMeasurementType should correspond to, and be used to catalogue and/or constrain, the values that can be used in the measurementType property of the MeasurementOrFact class.","`Imaged Level Percentage`, `Storage Volume`, `Object Count`, `MIDS-0 Object Count`, `Historical Narrative`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/SchemeMeasurementOrFact,True,False,2024-02-28,2024-02-28,SchemeMeasurementOrFact,SchemeMeasurementOrFact.schemeMeasurementType,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/schemeMeasurementType,ltc:schemeMeasurementType,http://rs.tdwg.org/ltc/terms/schemeMeasurementType-2024-02-28,string,Type de Mesure du Modèle,Une catégorie de mesures quantitatives ou de faits qualitatifs qui peuvent être inclus dans le LatimerCoreScheme.,,Le schemeMeasurementType doit correspondre aux valeurs susceptibles d'être utilisées dans la propriété measurementType de la classe MeasurementOrFact et être utilisé pour cataloguer et/ou restreindre ces valeurs.
ltc:,schemeName,Scheme Name,A short descriptive name given to the LatimerCoreScheme.,,,"`NHM Collections Inventory`, `Index Herbariorum`, `European Darwin Collections`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/LatimerCoreScheme,True,False,2024-02-28,2024-02-28,LatimerCoreScheme,LatimerCoreScheme.schemeName,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/schemeName,ltc:schemeName,http://rs.tdwg.org/ltc/terms/schemeName-2024-02-28,string,A pour Nom du Modèle,Un nom descriptif et bref donné au LatimerCoreScheme.,,
dwc:,scientificName,Scientific Name,"The full scientific name, with authorship and date information if known. When forming part of an Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term.",The full scientific name. This should be the name in lowest level taxonomic rank that applies across the collection.,"If this field is used, then recommended to also complete the taxonRank. This term should not contain identification qualifications.","`Coleoptera` (order), `Vespertilionidae` (family), `Manis` (genus), `Ctenomys sociabilis` (genus + specificEpithet), `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Taxon,False,False,2024-02-28,2024-02-28,Taxon,Taxon.scientificName,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/scientificName,dwc:scientificName,http://rs.tdwg.org/ltc/terms/scientificName-2024-02-28,string,Nom Scientifique,"date si elles sont connues. Lorsqu'il fait partie d'une Identification, il doit s'agir du nom du rang taxonomique le plus précis qui puisse être déterminé. Ce terme ne doit pas contenir de qualificatifs d'identification, qui doivent être fournies sous le terme IdentificationQualifier.",Le nom scientifique complet. Il doit s'agir du nom correspondant au rang taxonomique le moins inclusif qui s'applique à l'ensemble de la collection.,"Si ce champ est utilisé, il est recommandé de remplir également le champ taxonRank. Ce terme ne doit pas contenir de qualifications d'identification."
